Participant,15.0,25.0,35.0,45.0,55.0
1,0.0168140335919039,0.0130540609913945,0.0182515759603231,0.0174192001838823,0.0180482326071286
2,0.0172618602085469,0.0183022672632153,0.0163914298440549,0.0181743465546676,0.0188708142744721
3,0.0175049064258992,0.0135672630504976,0.0197497095737379,0.0133474767798312,0.0113718341770848
4,0.0160476859990114,0.0185797666622864,0.0173353498819713,0.0155165279844196,0.0164536614727709
5,0.0206972231304093,0.0189867426386616,0.0184425198198779,0.0180704258072104,0.0157520776677959
6,0.0206712393347397,0.0202451693443914,0.0197100795024435,0.0172242346728933,0.0110355565831269
7,0.0155157385791254,0.0189555642611887,0.0164185030157388,0.0213336108809938,0.0151865530398825
8,0.0174552234808518,0.0162300732877564,0.0150762434216903,0.0127279641156906,0.0156049005013784
9,0.0205961860965184,0.0166151282834277,0.0189538333129963,0.0136602372915749,0.0137816576124495
10,0.018520424066188,0.0188664574851111,0.0199603845781911,0.0162138350663657,0.0167873065227442
